property_id,city,locality,property_type,area_sqft,bedrooms,bathrooms,balconies,floor,total_floors,age_years,facing,furnishing_status,parking_spaces,amenities_score,amenities_list,near_metro,near_school,near_hospital,price_per_sqft,total_price_inr,total_price_lakhs,listed_date,transaction_type,possession_status
PROP00489,Bangalore,Sarjapur Road,Villa,3578.0,5,5,3,8,16,25,South,Semi-Furnished,1,0.5,Gym|Security|Children Play Area|Lift|Swimming Pool,1,0,0,9462.53,33856946,338.57,2024-04-22,Resale,Under Construction
PROP00490,Bangalore,Electronic City,Penthouse,2672.0,3,3,3,14,20,20,East,Unfurnished,2,0.8,Power Backup|Clubhouse|Jogging Track|Parking|Garden|Gym|Children Play Area|Security,1,1,0,13019.48,34788039,347.88,2023-11-14,Resale,New Launch
PROP00491,Hyderabad,Hitech City,Apartment,903.0,2,2,2,12,15,17,South,Fully Furnished,0,0.5,Security|Clubhouse|Garden|Children Play Area|Power Backup,1,1,1,10035.25,9061834,90.62,2022-02-11,Sale,New Launch
PROP00492,Bangalore,Marathahalli,Apartment,885.0,3,3,2,1,5,20,North-West,Unfurnished,0,0.6,Swimming Pool|Parking|Children Play Area|Jogging Track|Garden|Clubhouse,1,1,0,6653.6,5888436,58.88,2022-11-07,Sale,New Launch
PROP00493,Bangalore,Hebbal,Apartment,1105.0,4,5,2,20,27,16,North-West,Unfurnished,1,0.6,Lift|Power Backup|Swimming Pool|Clubhouse|Garden|Security,0,0,0,7048.99,7789129,77.89,2024-04-12,Resale,Under Construction
PROP00494,Hyderabad,Financial District,Apartment,1253.0,2,2,0,31,38,11,North-East,Semi-Furnished,2,0.9,Power Backup|Gym|Parking|Lift|Swimming Pool|Jogging Track|Clubhouse|Garden|Children Play Area,0,0,1,10394.73,13024598,130.25,2022-06-21,Sale,New Launch
PROP00495,Hyderabad,Narsingi,Villa,3550.0,4,3,1,25,35,15,North-East,Semi-Furnished,2,0.5,Gym|Lift|Security|Power Backup|Clubhouse,0,1,1,14341.24,50911404,509.11,2024-04-12,Sale,Under Construction
PROP00496,Mumbai,Kurla,Independent House,1185.0,3,4,3,20,24,10,South,Semi-Furnished,2,1.0,Children Play Area|Swimming Pool|Jogging Track|Power Backup|Garden|Gym|Parking|Security|Clubhouse|Lift,1,1,1,24035.85,28482485,284.82,2022-08-21,Sale,Under Construction
PROP00497,Bangalore,Yelahanka,Independent House,2344.0,3,3,1,35,42,12,East,Unfurnished,1,0.8,Security|Jogging Track|Garden|Children Play Area|Clubhouse|Parking|Swimming Pool|Gym,1,0,0,11112.17,26046935,260.47,2023-03-08,Resale,New Launch
PROP00498,Mumbai,Bandra,Apartment,898.0,1,2,1,0,6,13,West,Unfurnished,0,0.3,Gym|Security|Power Backup,1,0,0,15653.58,14056916,140.57,2022-07-13,Sale,New Launch
PROP00499,Bangalore,Indiranagar,Apartment,1402.0,2,3,2,14,20,20,East,Fully Furnished,1,0.6,Security|Parking|Jogging Track|Clubhouse|Lift|Power Backup,1,1,1,12332.43,17290071,172.9,2022-07-30,Sale,Under Construction
PROP00500,Hyderabad,Jubilee Hills,Apartment,582.0,1,2,1,21,31,24,North-East,Semi-Furnished,0,0.9,Power Backup|Clubhouse|Gym|Parking|Swimming Pool|Garden|Lift|Children Play Area|Jogging Track,1,0,1,10671.68,6210920,62.11,2023-10-25,Sale,Ready to Move
PROP00501,Hyderabad,Tellapur,Apartment,752.0,3,3,2,19,28,24,East,Unfurnished,0,0.8,Parking|Jogging Track|Lift|Clubhouse|Children Play Area|Security|Garden|Power Backup,1,1,0,7270.97,5467769,54.68,2024-06-14,Resale,Under Construction
PROP00502,Mumbai,Navi Mumbai,Villa,4038.0,3,4,3,22,25,0,North,Fully Furnished,0,0.7,Parking|Power Backup|Children Play Area|Lift|Clubhouse|Swimming Pool|Gym,0,0,1,30247.31,122138634,1221.39,2023-09-28,Resale,Ready to Move
PROP00503,Delhi NCR,Faridabad,Apartment,682.0,2,1,2,17,18,20,North,Semi-Furnished,1,0.8,Gym|Security|Children Play Area|Garden|Jogging Track|Lift|Parking|Clubhouse,0,0,1,11277.22,7691067,76.91,2022-08-01,Sale,Under Construction
PROP00504,Hyderabad,Kondapur,Independent House,1722.0,3,2,1,5,12,3,East,Semi-Furnished,2,0.2,Garden|Swimming Pool,0,1,1,11049.86,19027862,190.28,2023-10-11,Sale,New Launch
PROP00505,Mumbai,Malad,Apartment,794.0,3,4,3,26,27,2,West,Fully Furnished,0,1.0,Clubhouse|Security|Swimming Pool|Lift|Power Backup|Gym|Jogging Track|Garden|Children Play Area|Parking,1,0,0,21171.87,16810463,168.1,2022-08-30,Resale,Under Construction
PROP00506,Bangalore,Bannerghatta Road,Apartment,866.0,3,3,0,7,9,5,North-West,Unfurnished,1,0.7,Jogging Track|Gym|Clubhouse|Parking|Children Play Area|Swimming Pool|Lift,1,1,0,11220.34,9716810,97.17,2023-01-27,Sale,Under Construction
PROP00507,Hyderabad,Uppal,Apartment,540.0,3,2,2,26,30,6,North,Fully Furnished,0,0.4,Security|Jogging Track|Lift|Clubhouse,0,0,0,9057.26,4890923,48.91,2024-12-07,Resale,New Launch
PROP00508,Mumbai,Bandra,Apartment,1855.0,3,4,3,9,18,18,West,Fully Furnished,2,0.8,Garden|Security|Power Backup|Clubhouse|Jogging Track|Children Play Area|Parking|Gym,1,0,1,24255.96,44994804,449.95,2024-08-15,Resale,Ready to Move
PROP00509,Pune,Baner,Apartment,1197.0,3,3,2,23,33,12,North-West,Semi-Furnished,2,0.2,Garden|Swimming Pool,0,1,1,8042.44,9626795,96.27,2023-11-17,Resale,New Launch
PROP00510,Delhi NCR,Dwarka,Penthouse,2819.0,3,3,1,29,38,5,East,Semi-Furnished,1,0.9,Jogging Track|Parking|Children Play Area|Power Backup|Swimming Pool|Clubhouse|Security|Lift|Garden,0,0,1,20658.42,58236097,582.36,2023-04-25,Sale,Under Construction
PROP00511,Bangalore,Electronic City,Studio,457.0,1,1,0,10,19,5,North,Fully Furnished,1,1.0,Power Backup|Clubhouse|Children Play Area|Garden|Lift|Gym|Security|Swimming Pool|Jogging Track|Parking,0,1,0,9881.1,4515663,45.16,2022-10-30,Sale,Ready to Move
PROP00512,Hyderabad,Banjara Hills,Apartment,1020.0,1,1,1,5,9,4,North-West,Semi-Furnished,2,0.7,Gym|Lift|Clubhouse|Children Play Area|Jogging Track|Power Backup|Security,1,0,0,11789.77,12025569,120.26,2024-08-07,Sale,Ready to Move
PROP00513,Bangalore,Sarjapur Road,Independent House,1636.0,2,1,1,20,25,21,North-West,Fully Furnished,2,0.8,Children Play Area|Swimming Pool|Garden|Power Backup|Lift|Security|Gym|Parking,1,1,0,11101.0,18161243,181.61,2024-10-23,Sale,New Launch
PROP00514,Bangalore,Hebbal,Penthouse,2319.0,3,4,1,8,16,6,East,Unfurnished,1,0.8,Swimming Pool|Garden|Parking|Children Play Area|Jogging Track|Power Backup|Lift|Security,0,0,1,14664.7,34007438,340.07,2024-05-13,Sale,Ready to Move
PROP00515,Bangalore,JP Nagar,Independent House,2340.0,3,3,0,22,24,20,South,Fully Furnished,0,0.2,Clubhouse|Garden,0,0,1,8950.02,20943057,209.43,2024-04-02,Resale,Ready to Move
PROP00516,Hyderabad,Miyapur,Independent House,1597.0,2,1,2,28,37,11,South,Semi-Furnished,2,1.0,Garden|Swimming Pool|Clubhouse|Power Backup|Security|Parking|Gym|Jogging Track|Lift|Children Play Area,0,1,0,9168.99,14642872,146.43,2024-08-09,Resale,Ready to Move
PROP00517,Hyderabad,Narsingi,Apartment,1515.0,2,1,2,23,28,13,North,Semi-Furnished,0,0.2,Children Play Area|Security,0,0,0,7038.54,10663391,106.63,2023-10-27,Resale,New Launch
PROP00518,Hyderabad,Jubilee Hills,Apartment,1312.0,2,1,2,25,29,5,East,Semi-Furnished,1,0.4,Clubhouse|Lift|Parking|Jogging Track,0,1,0,13404.37,17586536,175.87,2022-03-25,Sale,Under Construction
PROP00519,Bangalore,Indiranagar,Villa,2974.0,5,6,0,24,33,23,East,Unfurnished,2,0.6,Parking|Jogging Track|Gym|Swimming Pool|Garden|Clubhouse,1,0,1,15508.27,46121595,461.22,2023-01-28,Resale,Under Construction
PROP00520,Bangalore,JP Nagar,Independent House,2089.0,3,2,0,23,33,15,West,Fully Furnished,2,0.8,Security|Clubhouse|Jogging Track|Lift|Garden|Gym|Power Backup|Parking,0,0,1,12544.94,26206374,262.06,2022-02-08,Resale,New Launch
PROP00521,Hyderabad,Miyapur,Apartment,875.0,4,5,2,6,10,7,East,Semi-Furnished,2,0.5,Swimming Pool|Security|Lift|Children Play Area|Power Backup,0,0,0,9094.81,7957961,79.58,2022-01-26,Resale,Under Construction
PROP00522,Hyderabad,Tellapur,Apartment,1609.0,3,4,3,13,22,22,West,Semi-Furnished,1,0.6,Parking|Gym|Swimming Pool|Garden|Power Backup|Security,1,1,0,8236.27,13252166,132.52,2023-10-08,Resale,New Launch
PROP00523,Bangalore,Indiranagar,Villa,3577.0,3,2,2,27,34,24,East,Fully Furnished,1,0.6,Children Play Area|Lift|Power Backup|Jogging Track|Security|Swimming Pool,1,1,0,18926.76,67701030,677.01,2023-03-24,Sale,Ready to Move
PROP00524,Bangalore,Indiranagar,Independent House,2051.0,2,3,1,35,42,11,West,Semi-Furnished,2,0.6,Garden|Jogging Track|Swimming Pool|Children Play Area|Parking|Clubhouse,0,1,0,14238.11,29202359,292.02,2024-10-10,Resale,Under Construction
PROP00525,Delhi NCR,Vasant Kunj,Apartment,734.0,2,1,1,18,19,17,North,Fully Furnished,1,0.4,Swimming Pool|Parking|Children Play Area|Power Backup,1,1,1,9028.27,6626752,66.27,2024-10-27,Sale,New Launch
PROP00526,Bangalore,Hebbal,Penthouse,3148.0,3,3,1,10,20,20,South,Semi-Furnished,2,0.7,Gym|Parking|Power Backup|Children Play Area|Swimming Pool|Lift|Clubhouse,1,1,0,13127.56,41325550,413.26,2023-02-14,Resale,Ready to Move
PROP00527,Hyderabad,Gachibowli,Apartment,1023.0,4,4,3,15,25,14,West,Fully Furnished,0,0.9,Children Play Area|Swimming Pool|Garden|Parking|Jogging Track|Lift|Power Backup|Clubhouse|Gym,1,0,0,11273.48,11532772,115.33,2024-02-29,Sale,Under Construction
PROP00528,Pune,Kharadi,Independent House,1197.0,4,5,0,28,36,23,East,Unfurnished,0,0.8,Gym|Garden|Parking|Children Play Area|Security|Power Backup|Lift|Jogging Track,1,0,1,8202.59,9818502,98.19,2024-01-21,Resale,New Launch
PROP00529,Hyderabad,Manikonda,Independent House,1725.0,3,2,2,6,12,20,North-West,Unfurnished,2,0.9,Power Backup|Security|Garden|Clubhouse|Lift|Jogging Track|Parking|Swimming Pool|Children Play Area,0,1,1,6692.41,11544413,115.44,2023-08-14,Sale,Ready to Move
PROP00530,Delhi NCR,Greater Noida,Independent House,2346.0,3,3,1,19,27,22,South,Semi-Furnished,1,0.4,Clubhouse|Jogging Track|Security|Parking,0,1,1,10929.52,25640652,256.41,2023-09-13,Sale,New Launch
PROP00531,Hyderabad,Begumpet,Independent House,2098.0,2,3,2,25,33,19,West,Fully Furnished,1,0.4,Jogging Track|Children Play Area|Garden|Security,0,0,1,9280.19,19469838,194.7,2024-09-14,Sale,Under Construction
PROP00532,Delhi NCR,Gurgaon,Villa,3428.0,6,5,2,14,19,6,West,Unfurnished,1,0.3,Power Backup|Garden|Lift,1,1,1,22489.91,77095414,770.95,2024-01-15,Sale,Under Construction
PROP00533,Bangalore,Sarjapur Road,Apartment,1240.0,3,3,0,3,11,18,North-East,Unfurnished,0,0.6,Clubhouse|Power Backup|Children Play Area|Garden|Parking|Lift,1,0,0,7064.57,8760067,87.6,2023-01-25,Sale,Ready to Move
PROP00534,Bangalore,Whitefield,Apartment,1111.0,3,2,3,29,31,17,East,Unfurnished,1,0.3,Power Backup|Lift|Swimming Pool,1,0,1,10493.1,11657839,116.58,2022-07-24,Sale,New Launch
PROP00535,Bangalore,Bellandur,Apartment,1208.0,3,3,0,28,32,18,North-West,Semi-Furnished,2,0.9,Gym|Security|Parking|Children Play Area|Clubhouse|Power Backup|Swimming Pool|Lift|Garden,0,0,0,10715.7,12944562,129.45,2023-05-25,Resale,Under Construction
PROP00536,Mumbai,Kurla,Apartment,435.0,3,3,0,11,19,0,North,Fully Furnished,2,1.0,Lift|Jogging Track|Clubhouse|Swimming Pool|Gym|Power Backup|Children Play Area|Garden|Parking|Security,1,1,1,27379.04,11909882,119.1,2023-03-13,Resale,New Launch
PROP00537,Hyderabad,Kokapet,Apartment,1364.0,3,4,2,13,23,21,West,Unfurnished,0,0.5,Parking|Clubhouse|Children Play Area|Security|Garden,0,0,0,6618.6,9027764,90.28,2023-07-06,Sale,Under Construction
PROP00538,Bangalore,Electronic City,Apartment,882.0,2,2,1,22,28,14,North,Semi-Furnished,1,0.8,Parking|Gym|Jogging Track|Children Play Area|Power Backup|Clubhouse|Swimming Pool|Garden,1,1,1,11293.91,9961225,99.61,2023-06-09,Resale,Under Construction
PROP00539,Hyderabad,Nallagandla,Independent House,1706.0,4,4,1,13,23,16,South,Fully Furnished,1,0.3,Swimming Pool|Power Backup|Clubhouse,0,0,1,7661.57,13070635,130.71,2024-03-09,Resale,Ready to Move
PROP00540,Hyderabad,Ameerpet,Apartment,1191.0,3,2,2,17,26,11,South,Fully Furnished,1,0.3,Lift|Clubhouse|Swimming Pool,0,1,1,7405.31,8819723,88.2,2023-02-14,Sale,Under Construction
PROP00541,Hyderabad,Financial District,Independent House,1262.0,3,3,2,1,4,24,East,Fully Furnished,1,0.7,Garden|Lift|Power Backup|Swimming Pool|Clubhouse|Children Play Area|Parking,0,0,1,8103.05,10226048,102.26,2023-06-15,Resale,New Launch
PROP00542,Mumbai,Andheri,Apartment,1197.0,1,2,1,27,34,25,South,Fully Furnished,1,1.0,Gym|Children Play Area|Garden|Jogging Track|Security|Power Backup|Parking|Clubhouse|Swimming Pool|Lift,0,1,1,20104.72,24065354,240.65,2022-08-19,Sale,New Launch
PROP00543,Delhi NCR,Noida,Villa,2651.0,6,6,1,4,11,8,South,Semi-Furnished,2,0.4,Garden|Swimming Pool|Clubhouse|Jogging Track,0,0,0,21162.9,56102836,561.03,2022-02-13,Resale,New Launch
PROP00544,Hyderabad,Ameerpet,Apartment,593.0,2,1,1,27,30,8,West,Semi-Furnished,0,0.7,Children Play Area|Lift|Power Backup|Parking|Security|Clubhouse|Swimming Pool,1,1,0,7174.14,4254264,42.54,2022-02-23,Sale,Ready to Move
PROP00545,Bangalore,Koramangala,Apartment,1353.0,4,4,1,13,17,9,West,Semi-Furnished,0,0.6,Power Backup|Jogging Track|Garden|Gym|Swimming Pool|Children Play Area,0,1,0,12708.15,17194122,171.94,2023-03-04,Resale,Ready to Move
PROP00546,Bangalore,Hebbal,Apartment,814.0,3,3,0,5,8,16,North-East,Semi-Furnished,1,0.3,Clubhouse|Power Backup|Swimming Pool,0,0,0,6309.74,5136127,51.36,2022-07-05,Resale,Under Construction
PROP00547,Hyderabad,Jubilee Hills,Penthouse,2935.0,4,3,0,24,31,12,East,Unfurnished,2,0.6,Swimming Pool|Parking|Security|Jogging Track|Garden|Gym,0,0,1,17275.4,50703294,507.03,2023-07-17,Resale,Ready to Move
PROP00548,Hyderabad,Manikonda,Apartment,1688.0,1,1,0,33,36,4,North-West,Semi-Furnished,2,0.2,Gym|Power Backup,0,0,0,8140.47,13741122,137.41,2024-05-08,Sale,Ready to Move
PROP00549,Pune,Baner,Independent House,1113.0,3,4,1,23,25,25,West,Unfurnished,2,0.5,Security|Parking|Garden|Children Play Area|Clubhouse,0,1,1,7298.16,8122849,81.23,2024-08-21,Sale,New Launch
PROP00550,Delhi NCR,Indirapuram,Apartment,1163.0,2,2,2,33,36,5,East,Unfurnished,1,0.5,Swimming Pool|Parking|Jogging Track|Gym|Power Backup,0,0,1,12219.61,14211412,142.11,2022-01-02,Resale,Under Construction
PROP00551,Bangalore,Electronic City,Apartment,903.0,3,4,2,6,14,15,North-West,Fully Furnished,0,0.5,Clubhouse|Power Backup|Jogging Track|Parking|Swimming Pool,1,1,0,8451.45,7631661,76.32,2022-08-04,Sale,Ready to Move
PROP00552,Hyderabad,Uppal,Apartment,1751.0,3,3,2,8,14,13,North,Semi-Furnished,0,0.2,Parking|Gym,1,1,1,9202.16,16112980,161.13,2023-05-03,Sale,Under Construction
PROP00553,Hyderabad,Narsingi,Apartment,1458.0,2,2,0,25,33,6,South,Semi-Furnished,1,1.0,Lift|Swimming Pool|Security|Garden|Jogging Track|Clubhouse|Parking|Gym|Children Play Area|Power Backup,0,1,0,9671.44,14100955,141.01,2023-06-23,Sale,Under Construction
PROP00554,Bangalore,Whitefield,Studio,449.0,1,1,0,14,22,3,East,Semi-Furnished,0,0.6,Clubhouse|Garden|Security|Power Backup|Parking|Lift,1,0,1,14576.48,6544838,65.45,2022-10-18,Sale,Ready to Move
PROP00555,Hyderabad,Begumpet,Apartment,1491.0,3,2,0,34,40,17,West,Semi-Furnished,0,1.0,Clubhouse|Garden|Jogging Track|Gym|Children Play Area|Swimming Pool|Security|Lift|Parking|Power Backup,0,1,0,6579.99,9810761,98.11,2024-12-04,Resale,Under Construction
PROP00556,Bangalore,Indiranagar,Independent House,1840.0,3,3,0,4,9,22,North-East,Semi-Furnished,0,0.5,Jogging Track|Swimming Pool|Gym|Parking|Power Backup,1,0,1,14093.57,25932162,259.32,2023-05-12,Resale,Ready to Move
PROP00557,Bangalore,Hebbal,Villa,2898.0,4,3,2,4,8,8,West,Fully Furnished,1,0.3,Jogging Track|Clubhouse|Power Backup,1,0,0,11168.53,32366395,323.66,2022-08-29,Resale,New Launch
PROP00558,Hyderabad,Narsingi,Apartment,1071.0,3,3,2,7,16,23,North-East,Semi-Furnished,1,0.3,Garden|Security|Gym,0,1,0,6791.03,7273192,72.73,2022-12-11,Resale,Under Construction
PROP00559,Hyderabad,Jubilee Hills,Apartment,1166.0,2,3,2,23,27,21,South,Fully Furnished,2,0.8,Parking|Gym|Swimming Pool|Jogging Track|Clubhouse|Garden|Security|Power Backup,0,0,0,10211.67,11906807,119.07,2024-01-01,Sale,Ready to Move
PROP00560,Hyderabad,Narsingi,Apartment,1527.0,2,2,0,27,32,3,North-West,Semi-Furnished,0,0.8,Jogging Track|Children Play Area|Parking|Gym|Security|Lift|Garden|Clubhouse,1,1,0,10579.12,16154314,161.54,2024-05-13,Resale,New Launch
PROP00561,Mumbai,Malad,Villa,4003.0,4,4,3,33,34,12,North-West,Semi-Furnished,1,0.8,Gym|Power Backup|Clubhouse|Jogging Track|Garden|Lift|Parking|Swimming Pool,1,0,0,28869.88,115566141,1155.66,2023-12-06,Resale,Ready to Move
PROP00562,Hyderabad,Hitech City,Apartment,1760.0,2,3,2,16,19,6,North-East,Fully Furnished,1,1.0,Garden|Parking|Jogging Track|Children Play Area|Swimming Pool|Power Backup|Gym|Lift|Clubhouse|Security,0,1,1,15882.06,27952418,279.52,2024-04-11,Resale,New Launch
PROP00563,Bangalore,Indiranagar,Independent House,1165.0,2,1,1,31,37,10,South,Fully Furnished,0,0.4,Clubhouse|Garden|Gym|Lift,0,0,1,13258.62,15446288,154.46,2024-03-26,Sale,Ready to Move
PROP00564,Hyderabad,Ameerpet,Independent House,1863.0,2,1,2,21,30,11,South,Unfurnished,2,0.8,Swimming Pool|Security|Jogging Track|Clubhouse|Lift|Power Backup|Gym|Children Play Area,1,0,1,7787.8,14508673,145.09,2023-03-25,Sale,Ready to Move
PROP00565,Bangalore,HSR Layout,Apartment,1462.0,3,3,1,1,11,15,South,Semi-Furnished,2,1.0,Jogging Track|Power Backup|Parking|Swimming Pool|Security|Garden|Children Play Area|Clubhouse|Lift|Gym,0,0,0,8633.19,12621727,126.22,2023-04-26,Resale,New Launch
PROP00566,Bangalore,Bannerghatta Road,Apartment,1280.0,2,3,0,34,44,4,East,Fully Furnished,1,1.0,Lift|Children Play Area|Garden|Gym|Security|Swimming Pool|Clubhouse|Power Backup|Parking|Jogging Track,1,0,0,12691.03,16244515,162.45,2024-06-12,Sale,Ready to Move
PROP00567,Hyderabad,Tellapur,Villa,2422.0,3,2,2,30,33,2,North-West,Unfurnished,1,0.6,Jogging Track|Security|Gym|Garden|Children Play Area|Power Backup,1,0,1,13100.49,31729385,317.29,2023-09-27,Resale,Under Construction
PROP00568,Hyderabad,Kokapet,Penthouse,2783.0,4,3,2,0,10,1,North-West,Fully Furnished,2,0.3,Swimming Pool|Jogging Track|Parking,1,1,1,14905.93,41483217,414.83,2023-01-03,Sale,Ready to Move
PROP00569,Bangalore,Marathahalli,Independent House,2205.0,2,2,0,6,13,18,North-West,Fully Furnished,1,0.8,Parking|Jogging Track|Lift|Swimming Pool|Clubhouse|Children Play Area|Gym|Security,1,0,0,11189.37,24672551,246.73,2023-01-13,Resale,Under Construction
PROP00570,Hyderabad,Begumpet,Studio,370.0,1,2,0,21,29,24,East,Semi-Furnished,2,0.2,Jogging Track|Gym,1,0,1,5281.66,1954216,19.54,2024-12-19,Sale,Ready to Move
PROP00571,Hyderabad,Uppal,Apartment,1368.0,4,5,2,4,7,6,North-West,Semi-Furnished,2,0.4,Children Play Area|Power Backup|Garden|Gym,1,0,1,9378.04,12829153,128.29,2022-12-30,Sale,Under Construction
PROP00572,Hyderabad,Hitech City,Penthouse,2214.0,3,2,2,18,20,11,North-West,Unfurnished,0,1.0,Clubhouse|Swimming Pool|Lift|Children Play Area|Security|Parking|Jogging Track|Garden|Power Backup|Gym,1,0,1,15819.67,35024757,350.25,2024-01-19,Sale,Ready to Move
PROP00573,Pune,Kothrud,Apartment,1021.0,2,2,0,22,23,15,North-West,Semi-Furnished,2,0.3,Children Play Area|Swimming Pool|Garden,0,1,0,7416.99,7572750,75.73,2024-07-06,Sale,Under Construction
PROP00574,Pune,Viman Nagar,Apartment,994.0,3,3,0,31,32,15,East,Unfurnished,1,0.9,Jogging Track|Parking|Security|Power Backup|Clubhouse|Gym|Lift|Children Play Area|Garden,1,0,1,8976.79,8922932,89.23,2022-04-07,Resale,Under Construction
PROP00575,Hyderabad,Financial District,Apartment,1093.0,1,2,1,32,41,5,North-East,Unfurnished,1,0.2,Power Backup|Swimming Pool,1,1,0,7308.0,7987643,79.88,2023-02-21,Resale,Ready to Move
PROP00576,Bangalore,Bellandur,Apartment,1136.0,2,2,0,7,12,0,West,Semi-Furnished,0,0.7,Clubhouse|Parking|Power Backup|Jogging Track|Lift|Gym|Swimming Pool,1,0,0,10320.38,11723949,117.24,2023-09-27,Sale,New Launch
PROP00577,Mumbai,Navi Mumbai,Apartment,1358.0,1,1,1,26,33,8,West,Fully Furnished,0,0.9,Security|Gym|Parking|Children Play Area|Garden|Power Backup|Swimming Pool|Clubhouse|Lift,1,1,1,24020.68,32620081,326.2,2024-09-27,Sale,Ready to Move
PROP00578,Bangalore,Indiranagar,Penthouse,2948.0,4,4,3,18,27,9,North,Fully Furnished,2,0.6,Swimming Pool|Jogging Track|Parking|Lift|Children Play Area|Gym,0,1,1,22470.21,66242189,662.42,2024-11-27,Sale,Under Construction
PROP00579,Bangalore,Koramangala,Apartment,553.0,3,3,1,5,7,7,South,Semi-Furnished,0,0.9,Clubhouse|Lift|Gym|Garden|Security|Swimming Pool|Parking|Jogging Track|Power Backup,1,1,0,13013.77,7196613,71.97,2023-05-29,Sale,Under Construction
PROP00580,Bangalore,Yelahanka,Apartment,711.0,3,3,1,18,27,2,West,Unfurnished,0,0.5,Garden|Lift|Gym|Parking|Power Backup,1,0,1,9694.37,6892700,68.93,2023-10-13,Sale,Ready to Move
PROP00581,Mumbai,Goregaon,Apartment,1263.0,3,2,1,20,26,1,West,Fully Furnished,1,0.5,Gym|Parking|Jogging Track|Security|Lift,1,1,1,25364.85,32035805,320.36,2022-06-01,Sale,New Launch
PROP00582,Delhi NCR,Vasant Kunj,Penthouse,2315.0,3,4,3,18,28,12,South,Fully Furnished,1,0.5,Lift|Security|Garden|Jogging Track|Power Backup,1,0,0,15493.19,35866729,358.67,2023-08-11,Sale,Under Construction
PROP00583,Pune,Baner,Apartment,843.0,4,3,3,19,22,1,South,Semi-Furnished,1,1.0,Power Backup|Parking|Clubhouse|Children Play Area|Garden|Lift|Swimming Pool|Jogging Track|Security|Gym,0,0,0,8374.13,7059391,70.59,2023-11-23,Resale,New Launch
PROP00584,Bangalore,Bannerghatta Road,Apartment,1456.0,2,1,0,12,22,6,North-West,Semi-Furnished,1,0.7,Lift|Children Play Area|Parking|Clubhouse|Garden|Jogging Track|Swimming Pool,1,0,1,13467.04,19608007,196.08,2024-07-15,Resale,New Launch
PROP00585,Bangalore,HSR Layout,Apartment,1250.0,1,2,0,24,33,13,West,Fully Furnished,2,0.2,Power Backup|Parking,1,0,1,10783.9,13479873,134.8,2023-02-10,Sale,Under Construction
PROP00586,Hyderabad,Manikonda,Independent House,1971.0,2,1,1,20,30,24,North-East,Semi-Furnished,0,0.2,Swimming Pool|Jogging Track,1,1,1,9420.9,18568599,185.69,2022-07-04,Resale,Under Construction
PROP00587,Hyderabad,Kondapur,Studio,364.0,1,1,0,23,33,10,North-East,Fully Furnished,1,0.9,Lift|Garden|Clubhouse|Jogging Track|Parking|Gym|Swimming Pool|Security|Children Play Area,1,0,1,6881.66,2504925,25.05,2024-08-19,Resale,New Launch
PROP00588,Delhi NCR,Rohini,Studio,485.0,1,2,0,28,30,24,East,Unfurnished,2,0.8,Lift|Parking|Jogging Track|Swimming Pool|Gym|Security|Clubhouse|Children Play Area,1,0,1,9788.58,4747462,47.47,2023-12-06,Resale,Ready to Move
PROP00589,Delhi NCR,Noida,Apartment,300.0,3,4,2,25,28,3,North-West,Unfurnished,0,0.7,Security|Swimming Pool|Garden|Jogging Track|Power Backup|Gym|Lift,0,0,1,15867.55,4760264,47.6,2024-11-17,Resale,New Launch
PROP00590,Delhi NCR,Gurgaon,Apartment,851.0,3,2,0,15,20,8,South,Fully Furnished,0,0.7,Gym|Security|Lift|Garden|Jogging Track|Clubhouse|Parking,1,1,0,17787.97,15137561,151.38,2024-02-19,Sale,Under Construction
PROP00591,Bangalore,Whitefield,Villa,3072.0,3,3,3,21,27,25,North-East,Fully Furnished,1,0.8,Parking|Garden|Clubhouse|Lift|Children Play Area|Jogging Track|Swimming Pool|Power Backup,0,1,0,19345.67,59429889,594.3,2022-06-23,Resale,New Launch
PROP00592,Delhi NCR,Gurgaon,Independent House,1517.0,2,1,0,4,7,11,East,Unfurnished,2,0.5,Swimming Pool|Jogging Track|Gym|Garden|Lift,0,1,1,17136.54,25996130,259.96,2024-08-01,Resale,New Launch
PROP00593,Hyderabad,Jubilee Hills,Apartment,931.0,3,2,1,5,8,2,North-West,Fully Furnished,0,0.2,Parking|Power Backup,1,1,0,11127.76,10359940,103.6,2023-10-19,Sale,Under Construction
PROP00594,Delhi NCR,Vasant Kunj,Villa,2188.0,5,4,3,18,28,1,South,Unfurnished,0,0.2,Swimming Pool|Clubhouse,0,1,1,17363.39,37991087,379.91,2022-06-05,Sale,Ready to Move
PROP00595,Delhi NCR,Rohini,Apartment,998.0,4,5,2,26,35,20,North,Unfurnished,1,0.6,Garden|Power Backup|Gym|Jogging Track|Parking|Clubhouse,1,1,1,8292.51,8275925,82.76,2023-12-06,Sale,New Launch
PROP00596,Mumbai,Goregaon,Apartment,1079.0,4,5,3,0,2,10,North-East,Fully Furnished,2,0.7,Jogging Track|Swimming Pool|Security|Garden|Clubhouse|Power Backup|Parking,0,0,0,18331.47,19779656,197.8,2024-09-28,Resale,New Launch
PROP00597,Pune,Wakad,Apartment,1037.0,2,1,0,22,29,14,South,Unfurnished,0,0.8,Lift|Jogging Track|Children Play Area|Swimming Pool|Parking|Power Backup|Security|Gym,0,0,1,8912.57,9242334,92.42,2022-01-29,Resale,New Launch
